,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome_Label,CoapplicantIncome_Label,LoanAmount_Label,Term,Credit_History,Property_Area,Decision
584,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
585,Male,Yes,1,Graduate,No,Low,Low,Few,0.012820512820512824,1.0,Rural,N
586,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
587,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
588,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
589,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
590,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Semiurban,Y
591,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.0405982905982906,1.0,Semiurban,N
592,Male,No,3+,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
593,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Rural,Y
594,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
595,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
596,Male,Yes,2,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,N
597,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
598,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
599,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
600,Female,No,3+,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,N
601,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
602,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
603,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
604,Female,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
605,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,N
606,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
607,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
608,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
609,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
610,Male,Yes,3+,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Rural,Y
611,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
612,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
613,Female,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
